networkClass,connectivity,timeDifferenceTo1PPSms
Broadband,WiFi,1.721
Broadband,WiFi,2.924
Broadband,WiFi,
Broadband,WiFi,1.042
Broadband,WiFi,0.926
Broadband,WiFi,-0.929
Broadband,WiFi,
Broadband,WiFi,-0.443
Broadband,WiFi,0.095
Broadband,WiFi,-0.617
Broadband,WiFi,0.877
Broadband,WiFi,0.082
Broadband,WiFi,0.236
Broadband,WiFi,-1.788
Broadband,WiFi,2.703
Broadband,WiFi,-0.672
Broadband,WiFi,
Broadband,WiFi,-0.015
Broadband,WiFi,0.223
Broadband,WiFi,2.011
Broadband,WiFi,-44.732
Broadband,WiFi,-0.044
Broadband,WiFi,2.591
Broadband,WiFi,-2.626
Broadband,WiFi,-2.049
Broadband,WiFi,0.112
Broadband,WiFi,0.927
Broadband,WiFi,-0.466
Broadband,WiFi,-0.462
Broadband,WiFi,0.661
Broadband,WiFi,0.827
Broadband,WiFi,2.228
Broadband,WiFi,
Broadband,WiFi,0.175
Broadband,WiFi,
Broadband,WiFi,13.099
Broadband,WiFi,7.903
Broadband,WiFi,6.722
Broadband,WiFi,9.79
Broadband,WiFi,8.318
Broadband,WiFi,7.094
Broadband,WiFi,-2.087
Broadband,WiFi,
Broadband,WiFi,0.638
Broadband,WiFi,1.266
Broadband,WiFi,3.314
Broadband,WiFi,1.032
Broadband,WiFi,-2.439
Broadband,WiFi,-3.036
Broadband,WiFi,-3.185
Broadband,WiFi,0.291
Broadband,WiFi,
Broadband,WiFi,0.711
Broadband,WiFi,8.031
Broadband,WiFi,0.812
Broadband,WiFi,
Broadband,WiFi,4.426
Broadband,WiFi,-0.406
Broadband,WiFi,-0.024
Broadband,WiFi,
Broadband,WiFi,-1.055
Broadband,WiFi,0.506
Broadband,WiFi,-0.799
Broadband,WiFi,-0.614
Broadband,WiFi,-1.426
Broadband,WiFi,-0.599
Broadband,WiFi,2.293
Broadband,WiFi,-2.626
Broadband,WiFi,0.065
Broadband,WiFi,0.011
Broadband,WiFi,0.576
Broadband,WiFi,-0.021
Broadband,WiFi,-0.083
Broadband,WiFi,-42.703
Broadband,WiFi,1.246
Broadband,WiFi,-1.01
Broadband,WiFi,0.869
Broadband,WiFi,0.739
Broadband,WiFi,1.453
Broadband,WiFi,-0.359
Broadband,WiFi,8.383
Broadband,WiFi,-31.905
Broadband,WiFi,0.494
Broadband,WiFi,-3.108
Broadband,WiFi,0.183
Broadband,WiFi,
Broadband,WiFi,0.218
Broadband,WiFi,-20.588
Broadband,WiFi,0.44
Broadband,WiFi,7.653
Broadband,WiFi,2.056
Broadband,WiFi,0.113
Broadband,WiFi,
Broadband,WiFi,-1.883
Broadband,WiFi,-0.035
Broadband,WiFi,-2.811
Broadband,WiFi,2.948
Broadband,WiFi,-0.676
Broadband,WiFi,1.701
Broadband,WiFi,0.508
Broadband,WiFi,1.444
Broadband,WiFi,-1.672
Broadband,WiFi,-0.517
Broadband,WiFi,0.793
Broadband,WiFi,-0.456
Broadband,WiFi,9.698
Broadband,WiFi,0.439
Broadband,WiFi,0.598
Broadband,WiFi,6.042
Broadband,WiFi,-8.532
Broadband,WiFi,-2.037
Broadband,WiFi,4.943
Broadband,WiFi,7.208
Broadband,WiFi,-21.041
Broadband,WiFi,8.463
Broadband,WiFi,7.54
Broadband,WiFi,
Broadband,WiFi,9.302
Broadband,WiFi,7.523
Broadband,WiFi,4.892
Broadband,WiFi,7.153
Broadband,WiFi,6.537
Broadband,WiFi,7.492
Broadband,WiFi,7.816
Broadband,WiFi,0.019
Broadband,WiFi,7.412
Broadband,WiFi,
Broadband,WiFi,4.598
Broadband,WiFi,
Broadband,WiFi,0.924
Broadband,WiFi,-1.446
Broadband,WiFi,0.499
Broadband,WiFi,-0.28
Broadband,WiFi,0.091
Broadband,WiFi,0.527
Broadband,WiFi,-8.573
Broadband,WiFi,-3.426
Broadband,WiFi,-1.165
Broadband,WiFi,
Broadband,WiFi,3.919
Broadband,WiFi,12.294
Broadband,WiFi,-0.029
Broadband,WiFi,-2.921
Broadband,WiFi,-0.159
Broadband,WiFi,-0.056
Broadband,WiFi,2.891
Broadband,WiFi,3.393
Broadband,WiFi,9.862
Broadband,WiFi,2.68
Broadband,WiFi,-0.898
Broadband,WiFi,-0.115
Broadband,WiFi,-2.558
Broadband,WiFi,9.048
Broadband,WiFi,6.534
Broadband,WiFi,7.584
Broadband,WiFi,0.608
Broadband,WiFi,-1.78
Broadband,WiFi,5.507
Broadband,WiFi,7.219
Broadband,WiFi,5.234
Broadband,WiFi,6.984
Broadband,WiFi,4.283
Broadband,WiFi,6.347
Broadband,WiFi,-9.322
Broadband,WiFi,-0.06
Broadband,WiFi,26.932
Broadband,WiFi,-0.11
Broadband,WiFi,0.184
Broadband,WiFi,0.483
Broadband,WiFi,0.662
Broadband,WiFi,-0.637
Broadband,WiFi,7.267
Broadband,WiFi,5.23
Broadband,WiFi,0.055
Broadband,WiFi,0.359
Broadband,WiFi,
Broadband,WiFi,-1.935
Broadband,WiFi,2.364
Broadband,WiFi,7.341
Broadband,WiFi,-2.411
Broadband,WiFi,1.057
Broadband,WiFi,
Broadband,WiFi,3.138
Broadband,WiFi,0.625
Broadband,WiFi,
Broadband,WiFi,-1.044
Broadband,WiFi,0.553
Broadband,WiFi,3.412
Broadband,WiFi,2.204
Broadband,WiFi,4.838
Broadband,WiFi,0.776
Broadband,WiFi,7.87
Broadband,WiFi,
Broadband,WiFi,6.927
Broadband,WiFi,8.438
Broadband,WiFi,6.506
Broadband,WiFi,19.605
Broadband,WiFi,5.895
Broadband,WiFi,6.401
Broadband,WiFi,7.627
Broadband,WiFi,7.552
Broadband,WiFi,6.794
Broadband,WiFi,5.516
Broadband,WiFi,7.471
Broadband,WiFi,8.232
Broadband,WiFi,-0.02
Broadband,WiFi,9.235
Broadband,WiFi,4.749
Broadband,WiFi,6.68
Broadband,WiFi,7.519
Broadband,WiFi,1.726
Broadband,WiFi,0.677
Broadband,WiFi,-0.443
Broadband,WiFi,0.42
Broadband,WiFi,1.248
Broadband,WiFi,-0.096
Broadband,WiFi,0.015
Broadband,WiFi,
Broadband,WiFi,0.467
Broadband,WiFi,1.129
Broadband,WiFi,-0.225
Broadband,WiFi,0.798
Broadband,WiFi,1.217
Broadband,WiFi,1.408
Broadband,WiFi,0.338
Broadband,WiFi,-1.173
Broadband,WiFi,
Broadband,WiFi,7.537
Broadband,WiFi,0.306
Broadband,WiFi,7.424
Broadband,WiFi,7.287
Broadband,WiFi,8.438
Broadband,WiFi,-5.332
Broadband,WiFi,6.536
Broadband,WiFi,7.495
Broadband,WiFi,6.703
Broadband,WiFi,6.339
Broadband,WiFi,-0.385
Broadband,WiFi,5.193
Broadband,WiFi,7.696
Broadband,WiFi,5.2
Broadband,WiFi,8.28
Broadband,WiFi,6.007
Broadband,WiFi,10.475
Broadband,WiFi,1.09
Broadband,WiFi,6.977
Broadband,WiFi,8.426
Broadband,WiFi,4.309
Broadband,WiFi,7.393
Broadband,WiFi,6.371
Broadband,WiFi,6.806
Broadband,WiFi,6.55
Broadband,WiFi,7.351
Broadband,WiFi,6.399
Broadband,WiFi,7.63
Broadband,WiFi,8.133
Broadband,WiFi,7.4
Broadband,WiFi,6.065
Broadband,WiFi,7.329
Broadband,WiFi,7.389
Broadband,WiFi,7.411
Broadband,WiFi,6.647
Broadband,WiFi,5.712
Broadband,WiFi,-18.051
Broadband,WiFi,-17.174
Broadband,WiFi,6.851
Broadband,WiFi,7.638
Broadband,WiFi,
Broadband,WiFi,6.613
Broadband,WiFi,5.323
Broadband,WiFi,7.384
Broadband,WiFi,2.424
Broadband,WiFi,2.316
Broadband,WiFi,3.652
Broadband,WiFi,0.964
Broadband,WiFi,0.496
Broadband,WiFi,
Broadband,WiFi,8.337
Broadband,WiFi,10.861
Broadband,WiFi,6.255
Broadband,WiFi,
Broadband,WiFi,
Broadband,WiFi,8.324
Broadband,WiFi,0.931
Broadband,WiFi,5.557
Broadband,WiFi,7.418
Broadband,WiFi,5.19
Broadband,WiFi,7.691
Broadband,WiFi,7.267
Broadband,WiFi,1.177
Broadband,WiFi,2.768
Broadband,WiFi,7.575
Broadband,WiFi,6.253
Broadband,WiFi,6.713
Broadband,WiFi,7.425
Broadband,WiFi,8.537
Broadband,WiFi,
Broadband,WiFi,8.868
Broadband,WiFi,3.609
Broadband,WiFi,4.803
Broadband,WiFi,7.567
Broadband,WiFi,7.328
Broadband,WiFi,19.182
Broadband,WiFi,3.499
Broadband,WiFi,5.617
Broadband,WiFi,7.917
Broadband,WiFi,
Broadband,WiFi,9.112
Broadband,WiFi,-51.844
Broadband,WiFi,1.752
Broadband,WiFi,7.667
Broadband,WiFi,7.174
Broadband,WiFi,-5.266
Broadband,WiFi,8.957
Broadband,WiFi,4.949
Broadband,WiFi,6.324
Broadband,WiFi,2.269
Broadband,WiFi,-76.012
Broadband,WiFi,
Broadband,WiFi,1.204
Broadband,WiFi,1.864
Broadband,WiFi,6.995
Broadband,WiFi,-9.768
Broadband,WiFi,
Broadband,WiFi,5.388
Broadband,WiFi,
Broadband,WiFi,7.92
Broadband,WiFi,5.941
Broadband,WiFi,3.274
Broadband,WiFi,-3.465
Broadband,WiFi,0.917
Broadband,WiFi,1.85
Broadband,WiFi,1.634
Broadband,WiFi,-3.153
Broadband,WiFi,7.19
Broadband,WiFi,5.012
Broadband,WiFi,7.595
Broadband,WiFi,6.911
Broadband,WiFi,7.594
Broadband,WiFi,-0.388
Broadband,WiFi,-5.843
Broadband,WiFi,0.596
Broadband,WiFi,0.441
Broadband,WiFi,1.19
Broadband,WiFi,0.34
Broadband,WiFi,9.251
Broadband,WiFi,7.871
Broadband,WiFi,2.021
Broadband,WiFi,-12.525
Broadband,WiFi,5.403
Broadband,WiFi,7.962
Broadband,WiFi,6.423
Broadband,WiFi,
Broadband,WiFi,4.217
Broadband,WiFi,
Broadband,WiFi,1.042
Broadband,WiFi,4.407
Broadband,WiFi,6.913
Broadband,WiFi,-0.847
Broadband,WiFi,12.016
Broadband,WiFi,-0.083
Broadband,WiFi,0.442
Broadband,WiFi,6.864
Broadband,WiFi,-5.625
Broadband,WiFi,-0.321
Broadband,WiFi,4.115
Broadband,WiFi,6.682
Broadband,WiFi,-0.974
Broadband,WiFi,5.525
Broadband,WiFi,-1.146
Broadband,WiFi,0.238
Broadband,WiFi,6.066
Broadband,WiFi,-1.193
Broadband,WiFi,5.967
Broadband,WiFi,5.573
Broadband,WiFi,
Broadband,WiFi,6.878
Broadband,WiFi,8.299
Broadband,WiFi,6.001
Broadband,WiFi,
Broadband,WiFi,7.616
Broadband,WiFi,9.054
Broadband,WiFi,4.379
Broadband,WiFi,4.572
Broadband,WiFi,6.546
Broadband,WiFi,-0.057
Broadband,WiFi,6.866
Broadband,WiFi,9.422
Broadband,WiFi,6.822
Broadband,WiFi,-100.992
Broadband,WiFi,
Broadband,WiFi,-1.75
Broadband,WiFi,-1.739
Broadband,WiFi,-3.66
Broadband,WiFi,8.159
Broadband,WiFi,6.309
Broadband,WiFi,0.357
Broadband,WiFi,6.695
Broadband,WiFi,-18.257
Broadband,WiFi,10.332
Broadband,WiFi,6.555
Broadband,WiFi,6.929
Broadband,WiFi,5.826
Broadband,WiFi,3.047
Broadband,WiFi,6.339
Broadband,WiFi,-0.367
Broadband,WiFi,-1.788
Broadband,WiFi,8.042
Broadband,WiFi,15.553
Broadband,WiFi,7.257
Broadband,WiFi,7.971
Broadband,WiFi,6.175
Broadband,WiFi,7.587
Broadband,WiFi,6.215
Broadband,WiFi,7.061
Broadband,WiFi,7.839
Broadband,WiFi,7.892
Broadband,WiFi,-0.524
Broadband,WiFi,-0.369
Broadband,WiFi,0.484
Broadband,WiFi,-3.722
Broadband,WiFi,0.663
Broadband,WiFi,0.523
Broadband,WiFi,-46.067
Broadband,WiFi,8.903
Broadband,WiFi,-0.006
Broadband,WiFi,0.04
Broadband,WiFi,-0.476
Broadband,WiFi,-1.348
Broadband,WiFi,-0.908
Broadband,WiFi,0.483
Broadband,WiFi,0.566
Broadband,WiFi,-3.918
Broadband,WiFi,0.474
Broadband,WiFi,0.311
Broadband,WiFi,0.325
Broadband,WiFi,0.482
Broadband,WiFi,0.061
Broadband,WiFi,1.799
Broadband,WiFi,-9.076
Broadband,WiFi,0.049
Broadband,WiFi,-1.162
Broadband,WiFi,-14.421
Broadband,WiFi,-1.633
Broadband,WiFi,-59.428
Broadband,WiFi,-0.813
Broadband,WiFi,-0.555
Broadband,WiFi,2.431
Broadband,WiFi,-0.423
Broadband,WiFi,7.098
Broadband,WiFi,0.89
Broadband,WiFi,-43.684
Broadband,WiFi,1.246
Broadband,WiFi,-44.263
Broadband,WiFi,0.315
Broadband,WiFi,1.287
Broadband,WiFi,0.845
Broadband,WiFi,0.633
Broadband,WiFi,-3.68
Broadband,WiFi,2.315
Broadband,WiFi,1.725
Broadband,WiFi,3.605
Broadband,WiFi,-0.475
Broadband,WiFi,-0.964
Broadband,WiFi,0.362
Broadband,WiFi,1.5
Broadband,WiFi,-4.352
Broadband,WiFi,-3.812
Broadband,WiFi,-5.816
Broadband,WiFi,1.186
Broadband,WiFi,1.942
Broadband,WiFi,1.038
Broadband,WiFi,-6.983
Broadband,WiFi,-2.955
Broadband,WiFi,-1.543
Broadband,WiFi,0.061
Broadband,WiFi,-1.796
Broadband,WiFi,
Broadband,WiFi,0.163
Broadband,WiFi,1.016
Broadband,WiFi,0.72
Broadband,WiFi,1.93
Broadband,WiFi,-1.548
Broadband,WiFi,0.674
Broadband,WiFi,9.44
Broadband,WiFi,0.622
Broadband,WiFi,-2.205
Broadband,WiFi,-0.113
Broadband,WiFi,
Broadband,WiFi,-1.618
Broadband,WiFi,-0.075
Broadband,WiFi,-1.851
Broadband,WiFi,3.51
Broadband,WiFi,-1.189
Broadband,WiFi,0.928
Broadband,WiFi,0.174
Broadband,WiFi,
Broadband,WiFi,-29.813
Broadband,WiFi,1.431
Broadband,WiFi,0.313
Broadband,WiFi,3.761
Broadband,WiFi,-2.737
Broadband,WiFi,-1.312
Broadband,WiFi,-2.369
Broadband,WiFi,-0.171
Broadband,WiFi,-0.142
Broadband,WiFi,0.839
Broadband,WiFi,-1.321
Broadband,WiFi,-3.253
Broadband,WiFi,-0.24
Broadband,WiFi,
Broadband,WiFi,0.483
Broadband,WiFi,-52.506
Broadband,WiFi,-3.531
Broadband,WiFi,0.356
Broadband,WiFi,1.798
Broadband,WiFi,0.953
Broadband,WiFi,3.108
Broadband,WiFi,0.861
Broadband,WiFi,3.169
Broadband,WiFi,-1.721
Broadband,WiFi,-2.097
Broadband,WiFi,-1.094
Broadband,WiFi,0.077
Broadband,WiFi,0.938
Broadband,WiFi,0.177
Broadband,WiFi,
Broadband,WiFi,-0.6
Broadband,WiFi,-13.932
Broadband,WiFi,0.48
Broadband,WiFi,0.264
Broadband,WiFi,0.419
Broadband,WiFi,3.304
Broadband,WiFi,0.463
Broadband,WiFi,-3.255
Broadband,WiFi,1.214
Broadband,WiFi,1.885
Broadband,WiFi,2.11
Broadband,WiFi,-0.304
Broadband,WiFi,-82.934
Broadband,WiFi,1.263
Broadband,WiFi,0.748
Broadband,WiFi,-2.315
Broadband,WiFi,-2.817
Broadband,WiFi,2.195
Broadband,WiFi,2.359
Broadband,WiFi,-0.494
Broadband,WiFi,0.825
Broadband,WiFi,
Broadband,WiFi,-2.109
Broadband,WiFi,
Broadband,WiFi,-43.186
Broadband,WiFi,3.524
Broadband,WiFi,0.556
Broadband,WiFi,0.502
Broadband,WiFi,-1.948
Broadband,WiFi,-3.413
Broadband,WiFi,-0.132
Broadband,WiFi,-2.428
Broadband,WiFi,3.594
Broadband,WiFi,2.809
Broadband,WiFi,-2.732
Broadband,WiFi,0.537
Broadband,WiFi,-0.152
Broadband,WiFi,1.29
Broadband,WiFi,-1.649
Broadband,WiFi,-0.195
Broadband,WiFi,0.679
Broadband,WiFi,0.813
Broadband,WiFi,0.579
Broadband,WiFi,-3.314
Broadband,WiFi,
Broadband,WiFi,3.046
Broadband,WiFi,
Broadband,WiFi,0.488
Broadband,WiFi,0.26
Broadband,WiFi,0.047
Broadband,WiFi,2.068
Broadband,WiFi,-1.497
Broadband,WiFi,3.127
Broadband,WiFi,0.621
Broadband,WiFi,0.264
Broadband,WiFi,1.652
Broadband,WiFi,0.972
Broadband,WiFi,-0.392
Broadband,WiFi,2.477
Broadband,WiFi,-1.361
Broadband,WiFi,4.138
Broadband,WiFi,1.355
Broadband,WiFi,0.608
Broadband,WiFi,6.589
Broadband,WiFi,0.967
Broadband,WiFi,1.036
Broadband,WiFi,0.868
Broadband,WiFi,1.204
Broadband,WiFi,0.622
Broadband,WiFi,-1.263
Broadband,WiFi,-4.012
Broadband,WiFi,1.731
Broadband,WiFi,
Broadband,WiFi,-2.901
Broadband,WiFi,0.486
Broadband,WiFi,1.017
Broadband,WiFi,-0.504
Broadband,WiFi,1.505
Broadband,WiFi,-0.019
Broadband,WiFi,-5.066
Broadband,WiFi,0.186
Broadband,WiFi,0.055
Broadband,WiFi,-7.228
Broadband,WiFi,-19.804
Broadband,WiFi,
Broadband,WiFi,-1.13
Broadband,WiFi,-0.278
Broadband,WiFi,0.827
Broadband,WiFi,1.767
Broadband,WiFi,-0.086
Broadband,WiFi,-53.435
Broadband,WiFi,0.885
Broadband,WiFi,-0.886
Broadband,WiFi,-0.445
Broadband,WiFi,0.336
Broadband,WiFi,-1.147
Broadband,WiFi,2.238
Broadband,WiFi,0.217
Broadband,WiFi,0.483
Broadband,WiFi,0.174
Broadband,WiFi,-0.03
Broadband,WiFi,1.63
Broadband,WiFi,0.96
Broadband,WiFi,1.31
Broadband,WiFi,-3.639
Broadband,WiFi,0.498
Broadband,WiFi,0.115
Broadband,WiFi,0.53
Broadband,WiFi,-1.45
Broadband,WiFi,0.802
Broadband,WiFi,0.692
Broadband,WiFi,-0.193
Broadband,WiFi,0.013
Broadband,WiFi,-0.282
Broadband,WiFi,2.416
Broadband,WiFi,1.042
Broadband,WiFi,2.041
Broadband,WiFi,0.646
Broadband,WiFi,1.132
Broadband,WiFi,0.541
Broadband,WiFi,1.337
Broadband,WiFi,
Broadband,WiFi,0.618
Broadband,WiFi,1.829
Broadband,WiFi,1.091
Broadband,WiFi,0.182
Broadband,WiFi,2.302
Broadband,WiFi,0.344
Broadband,WiFi,-0.074
Broadband,WiFi,-0.368
Broadband,WiFi,-0.392
Broadband,WiFi,-26.021
Broadband,WiFi,-95.907
Broadband,WiFi,-4.11
Broadband,WiFi,-0.259
Broadband,WiFi,-2.095
Broadband,WiFi,-3.456
Broadband,WiFi,-0.435
Broadband,WiFi,0.419
Broadband,WiFi,0.669
Broadband,WiFi,-1.839
Broadband,WiFi,-1.657
Broadband,WiFi,-2.652
Broadband,WiFi,
Broadband,WiFi,-1.656
Broadband,WiFi,0.375
Broadband,WiFi,-8.596
Broadband,WiFi,-0.07
Broadband,WiFi,0.792
Broadband,WiFi,-0.664
Broadband,WiFi,-0.492
Broadband,WiFi,-1.609
Broadband,WiFi,0.477
Broadband,WiFi,-0.017
Broadband,WiFi,1.255
Broadband,WiFi,1.615
Broadband,WiFi,2.103
Broadband,WiFi,0.415
Broadband,WiFi,-4.023
Broadband,WiFi,-1.42
Broadband,WiFi,-28.875
Broadband,WiFi,-43.751
Broadband,WiFi,2.061
Broadband,WiFi,-0.371
Broadband,WiFi,-1.09
Broadband,WiFi,0.137
Broadband,WiFi,-0.157
Broadband,WiFi,-0.782
Broadband,WiFi,2.055
Broadband,WiFi,-1.963
Broadband,WiFi,0.15
Broadband,WiFi,-0.357
Broadband,WiFi,1.524
Broadband,WiFi,1.636
Broadband,WiFi,-0.128
Broadband,WiFi,-0.37
Broadband,WiFi,0.02
Broadband,WiFi,7.084
Broadband,WiFi,-4.634
Broadband,WiFi,
Broadband,WiFi,-1.514
Broadband,WiFi,-0.268
Broadband,WiFi,-3.238
Broadband,WiFi,-0.8
Broadband,WiFi,0.045
Broadband,WiFi,0.761
Broadband,WiFi,6.059
Broadband,WiFi,0.097
Broadband,WiFi,0.047
Broadband,WiFi,-6.684
Broadband,WiFi,0.34
Broadband,WiFi,9.217
Broadband,WiFi,1.61
Broadband,WiFi,-0.592
Broadband,WiFi,0.597
Broadband,WiFi,-0.301
Broadband,WiFi,10.341
Broadband,WiFi,-2.292
Broadband,WiFi,1.684
Broadband,WiFi,0.645
Broadband,WiFi,
Broadband,WiFi,0.135
Broadband,WiFi,1.043
Broadband,WiFi,-1.055
Broadband,WiFi,-0.273
Broadband,WiFi,-0.514
Broadband,WiFi,-0.697
Broadband,WiFi,-2.322
Broadband,WiFi,0.669
Broadband,WiFi,0.398
Broadband,WiFi,0.476
Broadband,WiFi,0.686
Broadband,WiFi,-0.707
Broadband,WiFi,-0.064
Broadband,WiFi,0.35
Broadband,WiFi,-0.028
Broadband,WiFi,0.713
Broadband,WiFi,0.775
Broadband,WiFi,0.688
Broadband,WiFi,0.323
Broadband,WiFi,0.648
Broadband,WiFi,-0.241
Broadband,WiFi,-0.791
Broadband,WiFi,-5.791
Broadband,WiFi,-53.389
Broadband,WiFi,0.545
Broadband,WiFi,0.518
Broadband,WiFi,5.235
Broadband,WiFi,-0.063
Broadband,WiFi,12.851
Broadband,WiFi,-0.013
Broadband,WiFi,
Broadband,WiFi,-2.147
Broadband,WiFi,-61.435
Broadband,WiFi,7.028
Broadband,WiFi,1.117
Broadband,WiFi,7.853
Broadband,WiFi,8.244
Broadband,WiFi,0.291
Broadband,WiFi,6.787
Broadband,WiFi,7.912
Broadband,WiFi,-0.311
Broadband,WiFi,-9.766
Broadband,WiFi,
Broadband,WiFi,-1.143
Broadband,WiFi,-1.617
Broadband,WiFi,-0.58
Broadband,WiFi,7.434
Broadband,WiFi,0.361
Broadband,WiFi,0.02
Broadband,WiFi,1.72
Broadband,WiFi,
Broadband,WiFi,0.758
Broadband,WiFi,0.611
Broadband,WiFi,5.465
Broadband,WiFi,-0.235
Broadband,WiFi,8.018
Broadband,WiFi,4.968
Broadband,WiFi,6.61
Broadband,WiFi,6.218
Broadband,WiFi,5.767
Broadband,WiFi,1.898
Broadband,WiFi,0.281
Broadband,WiFi,2.708
Broadband,WiFi,7.809
Broadband,WiFi,-0.18
Broadband,WiFi,0.551
Broadband,WiFi,0.327
Broadband,WiFi,-0.201
Broadband,WiFi,-37.262
Broadband,WiFi,-27.505
Broadband,WiFi,0.946
Broadband,WiFi,-58.261
Broadband,WiFi,6.044
Broadband,WiFi,-2.135
Broadband,WiFi,4.971
Broadband,WiFi,-0.963
Broadband,WiFi,-11.847
Broadband,WiFi,0.528
Broadband,WiFi,1.287
Broadband,WiFi,-81.339
Broadband,WiFi,-101.17
Broadband,WiFi,-6.453
Broadband,WiFi,-0.017
Broadband,WiFi,0.74
Broadband,WiFi,-0.137
Broadband,WiFi,0.883
Broadband,WiFi,-0.254
Broadband,WiFi,-0.045
Broadband,WiFi,-2.268
Broadband,WiFi,-2.341
Broadband,WiFi,
Broadband,WiFi,1.288
Broadband,WiFi,-39.014
Broadband,WiFi,4.783
Broadband,WiFi,-0.011
Broadband,WiFi,0.61
Broadband,WiFi,
Broadband,WiFi,0.637
Broadband,WiFi,-0.14
Broadband,WiFi,0.508
Broadband,WiFi,1.556
Broadband,WiFi,0.342
Broadband,WiFi,-0.567
Broadband,WiFi,-0.353
Broadband,WiFi,-3.861
Broadband,WiFi,-0.591
Broadband,WiFi,0.795
Broadband,WiFi,0.568
Broadband,WiFi,-1.954
Broadband,WiFi,-0.142
Broadband,WiFi,1.465
Broadband,WiFi,2.066
Broadband,WiFi,0.414
Broadband,WiFi,1.474
Broadband,WiFi,-6.258
Broadband,WiFi,7.421
Broadband,WiFi,6.831
Broadband,WiFi,1.354
Broadband,WiFi,2.299
Broadband,WiFi,4.271
Broadband,WiFi,0.19
Broadband,WiFi,6.21
Broadband,WiFi,3.706
Broadband,WiFi,2.713
Broadband,WiFi,3.094
Broadband,WiFi,8.666
Broadband,WiFi,7.902
Broadband,WiFi,7.03
Broadband,WiFi,7.479
Broadband,WiFi,6.903
Broadband,WiFi,4.903
Broadband,WiFi,9.825
Broadband,WiFi,
Broadband,WiFi,7.838
Broadband,WiFi,0.171
Broadband,WiFi,7.458
Broadband,WiFi,-1.718
Broadband,WiFi,0.023
Broadband,WiFi,0.399
Broadband,WiFi,4.57
Broadband,WiFi,-0.758
Broadband,WiFi,-4.353
Broadband,WiFi,1.475
Broadband,WiFi,7.358
Broadband,WiFi,8.541
Broadband,WiFi,7.934
Broadband,WiFi,8.022
Broadband,WiFi,4.518
Broadband,WiFi,8.345
Broadband,WiFi,6.818
Broadband,WiFi,5.664
Broadband,WiFi,7.332
Broadband,WiFi,-1.591
Broadband,WiFi,5.188
Broadband,WiFi,
Broadband,WiFi,7.346
Broadband,WiFi,7.318
Broadband,WiFi,6.037
Broadband,WiFi,
Broadband,WiFi,6.557
Broadband,WiFi,8.007
Broadband,WiFi,6.649
Broadband,WiFi,6.586
Broadband,WiFi,4.318
Broadband,WiFi,4.291
Broadband,WiFi,6.924
Broadband,WiFi,8.271
Broadband,WiFi,7.223
Broadband,WiFi,
Broadband,WiFi,5.603
Broadband,WiFi,
Broadband,WiFi,8.668
Broadband,WiFi,7.144
Broadband,WiFi,7.32
Broadband,WiFi,9.213
Broadband,WiFi,6.252
Broadband,WiFi,
Broadband,WiFi,7.895
Broadband,WiFi,6.819
Broadband,WiFi,-0.289
Broadband,WiFi,1.338
Broadband,WiFi,8.803
Broadband,WiFi,11.52
Broadband,WiFi,13.218
Broadband,WiFi,14.674
Broadband,WiFi,6.52
Broadband,WiFi,
Broadband,WiFi,7.253
Broadband,WiFi,6.236
Broadband,WiFi,7.378
Broadband,WiFi,6.02
Broadband,WiFi,8.321
Broadband,WiFi,6.396
Broadband,WiFi,6.99
Broadband,WiFi,6.395
Broadband,WiFi,2.776
Broadband,WiFi,7.019
Broadband,WiFi,1.649
Broadband,WiFi,0.37
Broadband,WiFi,0.688
Broadband,WiFi,3.395
Broadband,WiFi,1.186
Broadband,WiFi,-38.207
Broadband,WiFi,
Broadband,WiFi,2.422
Broadband,WiFi,0.425
Broadband,WiFi,-1.266
Broadband,WiFi,-5.758
Broadband,WiFi,0.36
Broadband,WiFi,4.694
Broadband,WiFi,-0.473
Broadband,WiFi,0.176
Broadband,WiFi,-0.257
Broadband,WiFi,
Broadband,WiFi,-1.078
Broadband,WiFi,1.034
Broadband,WiFi,0.232
Broadband,WiFi,-38.539
Broadband,WiFi,-45.699
Broadband,WiFi,1.734
Broadband,WiFi,-0.313
Broadband,WiFi,-0.453
Broadband,WiFi,-0.866
Broadband,WiFi,-4.048
Broadband,WiFi,
Broadband,WiFi,1.764
Broadband,WiFi,1.41
Broadband,WiFi,1.451
Broadband,WiFi,-68.845
Broadband,WiFi,0.861
Broadband,WiFi,0.208
Broadband,WiFi,-0.719
Broadband,WiFi,0.298
Broadband,WiFi,-3.481
Broadband,WiFi,-3.2
Broadband,WiFi,16.744
Broadband,WiFi,0.002
Broadband,WiFi,-1.736
Broadband,WiFi,-0.226
Broadband,WiFi,0.716
Broadband,WiFi,-2.437
Broadband,WiFi,-0.884
Broadband,WiFi,0.534
Broadband,WiFi,0.97
Broadband,WiFi,2.336
Broadband,WiFi,-1.313
Broadband,WiFi,1.827
Broadband,WiFi,7.139
Broadband,WiFi,0.623
Broadband,WiFi,1.985
Broadband,WiFi,0.16
Broadband,WiFi,-0.085
Broadband,WiFi,0.118
Broadband,WiFi,-42.016
Broadband,WiFi,-43.121
Broadband,WiFi,0.349
Broadband,WiFi,-1.818
Broadband,WiFi,-0.823
Broadband,WiFi,0.587
Broadband,WiFi,1.088
Broadband,WiFi,0.047
Broadband,WiFi,3.011
